SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
69.11762921,4.088362621,44.29717706,24.73036512,20.86617374,39.88809645,7.974905046,Slow,98.39398055,Li-ion,226.0081398,Model C,1
37.30758198,4.083009923,23.27962338,33.06467684,26.15252445,112.7640929,13.09526164,Fast,97.36202205,LiFePO4,307.5630318,Model C,2
45.41225628,4.11075599,14.51383087,25.99183065,21.38287011,113.0003138,12.90605707,Slow,97.38547735,LiFePO4,779.5349325,Model B,2
48.19623966,3.770071591,98.80112977,34.81037499,22.23696439,24.05524009,6.295595384,Slow,98.78841309,LiFePO4,584.8648458,Model A,0
66.62824072,3.785580042,36.21845451,24.5663637,18.90208446,78.76440561,11.16224164,Normal,97.79337885,LiFePO4,523.0341031,Model C,1
74.32255923,3.612045223,73.43585238,21.84467688,33.74941386,49.53472016,8.79327293,Normal,98.23257393,LiFePO4,937.0721503,Model B,1
70.5378779,3.778693692,27.37373253,32.00295386,18.46618499,115.8197526,14.64108246,Slow,97.04713638,Li-ion,624.4700554,Model B,2
57.56054439,4.07341936,28.71442418,22.07420856,17.37090338,52.69920774,8.287543871,Fast,98.38579284,Li-ion,830.8263538,Model C,1
52.83501223,3.920795913,54.81271073,33.28944203,29.43855164,65.57560211,9.881485176,Normal,98.02526092,Li-ion,375.9679525,Model B,1
26.39947753,3.758036825,68.40702716,24.95720271,21.85165335,104.5136673,11.34028026,Slow,97.72167283,Li-ion,521.6102965,Model B,2
99.48901866,4.116276164,46.21632269,27.32099257,16.6341297,75.04775926,12.24857506,Normal,97.4877339,LiFePO4,917.2219772,Model A,1
61.63815465,4.214528208,85.80034831,33.03151276,30.16979426,64.29964187,10.22905221,Fast,98.00659857,LiFePO4,438.7705342,Model A,1
22.18553005,3.880368886,55.92458605,33.2995933,21.23114951,109.9297513,12.02410894,Slow,97.60235619,Li-ion,982.9288079,Model C,2
73.59947221,3.835881576,77.0990236,34.9638199,21.54998524,25.51674485,7.633842696,Normal,98.48431443,LiFePO4,179.6831744,Model A,0
46.32180458,3.876443285,34.09576596,29.8052934,29.17287934,46.83189784,7.966455928,Normal,98.43899079,LiFePO4,654.0000522,Model A,1
14.53590505,4.089997766,90.94496413,32.20464651,19.05937923,25.16598625,4.519940758,Fast,99.06956965,Li-ion,529.9050629,Model C,0
34.52180871,3.785621585,11.54490612,23.07416142,26.52477964,61.04472485,7.987275381,Slow,98.42649562,Li-ion,738.5702582,Model C,1
36.00144,3.827938406,46.68644738,27.45326935,15.26373991,110.4864164,12.3523845,Slow,97.47914977,Li-ion,895.5269741,Model A,2
98.19705179,3.562254186,66.35134179,25.14445762,17.76160476,36.0974202,9.329565419,Slow,98.14770981,LiFePO4,820.3851738,Model C,0
29.6478019,4.110987167,52.88613555,36.21629891,33.89967603,107.2895145,11.65634974,Fast,97.57929515,Li-ion,895.9444357,Model B,2
29.00534352,3.911071159,86.51936246,22.81122545,19.60717952,106.1597523,11.75966741,Slow,97.66796598,Li-ion,631.1724912,Model B,2
32.24492537,3.586971245,65.54618716,31.14599844,30.27024317,115.8457627,12.67671852,Slow,97.46136444,Li-ion,963.9370697,Model A,2
34.08913737,3.878734733,68.42971015,29.61436815,27.90421657,64.21294843,8.63484399,Normal,98.29526311,Li-ion,907.7803119,Model C,1
76.12631533,3.508510457,74.90120559,26.30109528,26.30717601,43.79708192,8.398122128,Normal,98.25558369,Li-ion,337.6462912,Model B,1
69.32650523,3.946567507,32.41821298,21.67581933,32.38610999,64.99888644,9.837331462,Normal,98.02606604,Li-ion,784.843445,Model A,1
35.88589843,3.516850305,61.41042808,40.18403841,20.80423984,42.11669573,7.528537571,Normal,98.47429679,LiFePO4,858.522216,Model A,1
34.55084031,3.701262468,96.69322526,34.98109883,33.62681464,29.6041848,5.961108163,Fast,98.87920674,LiFePO4,758.7016431,Model A,0
89.40574961,3.918699074,85.95526745,39.27464597,29.83087159,70.54906877,12.38108714,Fast,97.5122347,LiFePO4,864.4175731,Model A,1
56.83939524,4.10442756,17.01519847,34.52187391,30.02731526,77.38188928,11.38948672,Fast,97.73946659,Li-ion,832.2857612,Model B,2
64.43985404,3.714868446,55.2477589,27.23489764,33.25008658,34.23726769,7.100446119,Slow,98.53241277,Li-ion,748.5285868,Model A,0
48.31246318,3.667325371,40.218087,33.18981007,22.60666791,44.25276606,7.537006077,Fast,98.43796108,Li-ion,861.9545766,Model B,1
18.28305476,3.815070952,73.85992522,24.54778132,28.31662924,115.4237479,12.05595306,Normal,97.68955909,LiFePO4,149.5209367,Model A,2
62.53452521,4.136558682,30.98550592,21.03118359,23.69136965,99.70465521,12.82623499,Normal,97.43065137,Li-ion,819.2137603,Model C,2
65.55340292,3.543946531,58.94047962,20.911986,32.79524667,48.36986597,8.710620891,Normal,98.29423313,Li-ion,679.6753461,Model B,1
79.34689866,3.926715113,67.27328459,24.92106373,18.44950108,61.18862151,10.05265178,Slow,97.99042899,LiFePO4,719.1468349,Model A,1
90.50188109,3.899938971,92.31886944,38.64437936,32.24087647,89.86271179,13.98980708,Slow,97.20368251,LiFePO4,496.1477296,Model C,2
39.52545358,3.523697404,60.83171513,39.89009001,20.7762183,43.30404435,7.605404635,Normal,98.52023943,LiFePO4,828.0515968,Model A,1
24.04906026,3.999631124,73.94043624,23.90947261,30.09855325,84.36733737,9.335094667,Slow,98.12833013,LiFePO4,247.3000741,Model A,2
72.27211053,4.198769987,90.14075998,31.90960487,29.06230556,117.5268552,15.13161739,Normal,96.94885101,Li-ion,565.0776818,Model B,2
46.19492554,3.853389253,54.36598721,28.906576,27.15989122,115.4532651,13.07839564,Fast,97.2777541,Li-ion,551.2108777,Model A,2
13.77024576,3.508124418,71.37463237,34.88546722,21.11627723,39.42742996,5.874029742,Normal,98.85313048,Li-ion,314.8909719,Model C,1
47.21597052,4.048864494,44.10444746,39.93435151,15.94251977,45.93633959,8.101052676,Normal,98.29978935,LiFePO4,923.8112303,Model B,1
72.71757768,3.54273916,96.71501303,23.57822747,17.73440233,114.1595788,14.58896981,Slow,97.11109331,Li-ion,315.0552662,Model A,2
86.59069516,4.013275271,73.90497356,27.82599272,22.18447595,110.6098414,14.64779612,Normal,97.03732872,Li-ion,558.8472135,Model A,2
21.13632105,3.972359753,36.74664835,29.30843405,34.03462445,26.47969601,4.413563399,Slow,99.04686465,LiFePO4,277.7563454,Model A,0
63.95766616,4.20826855,74.73833133,19.90452879,25.54885223,90.00772973,11.8758795,Fast,97.59462441,LiFePO4,608.906519,Model A,2
77.13580596,3.920957199,56.66465933,21.43814095,25.73379434,33.60473389,8.171277314,Normal,98.39624285,Li-ion,137.5440273,Model A,0
10.44892705,3.95321187,28.29135753,39.33993745,31.05335412,53.97166511,7.066622138,Slow,98.54960132,Li-ion,157.3311967,Model C,1
29.6249761,4.043897927,97.36382105,33.59712784,20.13111136,97.49032803,11.00310629,Fast,97.7734878,Li-ion,682.3050095,Model A,2
29.2726415,3.928194009,69.3262318,28.05585354,15.61666743,70.78108201,8.840476795,Normal,98.29520565,LiFePO4,525.3310434,Model A,1
64.43837268,3.724868235,30.76183757,20.76498954,32.64982621,60.8811172,9.281958854,Fast,98.15885255,LiFePO4,443.3834136,Model B,1
66.59020604,4.069401077,33.12387706,22.94492402,18.47745808,101.793575,12.98772298,Slow,97.42119337,Li-ion,862.0277036,Model C,2
62.88973161,3.659810593,86.23110429,27.75557309,17.53638554,25.61757622,6.459511703,Normal,98.66732457,LiFePO4,389.5878078,Model C,0
14.63985452,3.902367594,32.46524559,20.7752178,33.35862769,86.70667802,8.944873047,Normal,98.18208343,Li-ion,386.445308,Model B,2
31.91627908,3.727752604,57.9725741,38.65531336,17.56077181,31.29669045,6.172937774,Slow,98.75976828,LiFePO4,149.9621663,Model C,0
75.13248695,3.78428097,26.16076232,31.14811791,21.49017974,33.67110392,8.26094078,Slow,98.41320341,LiFePO4,657.9441377,Model A,0
99.62947492,3.991662238,37.32090877,26.59103413,19.86433082,86.71312091,13.73623544,Slow,97.2614963,LiFePO4,203.5557683,Model A,2
14.10803469,3.803841755,95.90717236,33.2310441,15.92562235,55.34724349,7.04378305,Normal,98.5933682,LiFePO4,739.265067,Model A,1
36.60902842,4.140913018,95.47598655,34.0270954,28.63696656,116.9073083,13.04202358,Fast,97.33815537,Li-ion,240.8479241,Model C,2
11.64785827,3.615379466,86.75970526,31.58170419,23.0471023,57.8506576,6.761612038,Slow,98.67377099,Li-ion,653.6988939,Model A,1
12.08943826,3.788435872,64.0716574,21.11640379,25.63289733,49.00640706,5.687628665,Fast,98.80307197,Li-ion,274.0147392,Model B,1
32.90091418,3.746340081,57.68786966,38.66647115,18.25064992,34.06923118,6.317692272,Slow,98.76118583,LiFePO4,175.2256105,Model C,0
14.51318436,3.76621152,53.59528323,27.0667277,16.18258825,42.29341692,5.548196039,Slow,98.85752198,Li-ion,335.8179877,Model C,1
62.27360282,3.584275001,44.64932538,21.41287592,27.7135414,69.01440368,9.810968457,Fast,97.9851634,Li-ion,945.9290298,Model C,1
52.41685585,4.162518744,91.55317973,37.28574753,28.80283786,94.02136066,12.64964552,Normal,97.47847326,Li-ion,855.9597067,Model B,2
58.66236086,3.544394177,65.71387378,21.90410874,30.12829679,119.7528512,13.87831995,Normal,97.18994313,LiFePO4,484.8742847,Model A,2
96.03052797,3.850856546,100.7799293,39.59428313,21.27955785,38.30775961,10.41192129,Fast,98.00063877,Li-ion,930.3768663,Model C,1
72.05654572,3.758408814,89.20419312,28.87311029,16.17197654,70.97142001,10.82130121,Normal,97.85681323,LiFePO4,637.867898,Model C,1
93.51589131,3.610176774,55.32117607,32.00204135,30.13274696,20.13830782,7.934374736,Slow,98.42462477,LiFePO4,653.3809566,Model A,0
91.20334814,3.757148799,75.11940418,23.14359769,21.21241576,78.49804885,12.18349347,Normal,97.55337418,Li-ion,130.4191224,Model C,1
21.16300587,3.966487016,44.71611752,32.64593428,25.9639606,115.5128272,12.43925324,Fast,97.53971572,Li-ion,939.759635,Model C,2
29.01258018,4.088649936,33.15470512,23.03329031,30.22576556,35.08495874,5.572386183,Slow,98.87993195,LiFePO4,923.9263618,Model C,0
60.46242739,3.506650121,49.61033791,25.36610859,21.60016618,56.24594708,8.970894798,Slow,98.15378621,LiFePO4,106.6227021,Model B,1
45.17501375,3.639167129,94.02917095,32.85795232,25.70892251,92.94137097,11.50491031,Fast,97.6671643,LiFePO4,375.4375576,Model A,2
62.9741333,3.969092087,32.20739036,34.74901679,21.44364548,109.9028806,14.40859082,Slow,97.10353803,LiFePO4,268.6912755,Model A,2
85.37900814,3.733474393,43.3077569,24.05544413,31.16814407,84.64889567,12.84342901,Slow,97.41531796,LiFePO4,998.2158688,Model A,2
58.41291754,3.541710854,55.44902085,31.55622155,30.43355243,94.84538976,12.64425506,Fast,97.51437946,LiFePO4,813.4345135,Model C,2
43.46221182,3.800981715,86.36334565,40.31431279,22.95497321,119.5432152,13.54161937,Normal,97.23088804,Li-ion,631.1573069,Model B,2
71.43577946,3.616885734,24.39804542,38.98736168,25.27597472,39.23117422,8.422936322,Normal,98.25701068,Li-ion,680.2805348,Model B,0
52.13239741,4.039290001,42.11644965,34.22591312,20.17827535,65.77774742,9.81369939,Slow,98.07590394,Li-ion,961.646597,Model C,1
22.15196731,4.053445779,15.67694045,21.87557359,15.15484072,30.83943661,4.506254133,Normal,99.04538061,LiFePO4,805.7956932,Model B,0
81.96940693,3.734426079,24.72538204,35.10976047,16.49049997,37.84345305,9.134007151,Fast,98.17875799,Li-ion,900.5191123,Model B,0
90.90833434,3.803793902,32.2322059,28.66769214,16.93895224,27.96288404,8.110177158,Slow,98.34279086,Li-ion,130.9641715,Model B,0
80.94616129,3.595169332,45.25349429,27.66937804,27.02132405,48.0184128,9.533305041,Normal,98.0848594,LiFePO4,547.4309711,Model B,1
20.14524865,3.970455306,35.70656585,29.16176469,33.5606828,26.57380148,4.502437821,Slow,99.14008374,LiFePO4,277.3675841,Model A,0
97.57312957,3.58012489,83.81952129,21.96340863,26.64611294,31.31269461,8.404514055,Fast,98.346334,LiFePO4,672.4897757,Model C,0
60.46960108,4.173308627,91.42223531,32.23987723,23.02647087,79.69254733,11.22514877,Fast,97.82790696,LiFePO4,182.4639974,Model C,1
10.3800102,3.883457664,20.42432825,20.62911817,33.32286442,54.06868993,5.941907161,Normal,98.74480758,Li-ion,451.4302375,Model C,1
27.24431584,4.081272634,31.1816136,23.26343169,30.06217419,37.23350875,5.630122853,Slow,98.87110888,LiFePO4,914.8851647,Model C,0
33.47732415,3.823072424,97.76202627,20.17452182,25.95128913,80.10996849,9.168705129,Fast,98.14494829,LiFePO4,692.4828946,Model C,1
64.20992894,3.776069241,70.67591352,34.53174916,22.2177408,70.88008232,11.09043574,Normal,97.76898277,LiFePO4,423.749045,Model A,1
71.0960818,3.513811595,14.06099312,27.98552234,16.07717619,85.13543519,12.1138272,Fast,97.58252658,LiFePO4,653.4977419,Model C,2
20.18709983,3.539946722,38.62412337,27.78134602,21.54721913,96.21065225,10.39318952,Fast,97.83878645,LiFePO4,1006.135992,Model C,2
84.40585036,3.809040778,99.39039595,24.29761862,34.81183007,70.38357802,11.38022078,Fast,97.74275021,LiFePO4,511.3367873,Model A,1
97.54170855,4.121740475,44.53862337,27.25579073,17.17456113,73.39004921,12.19068768,Normal,97.52121113,LiFePO4,932.3757638,Model A,1
99.48604587,4.194262572,16.03207789,25.86478721,23.45376767,88.21679501,13.72346004,Fast,97.24653335,LiFePO4,799.8359161,Model B,2
18.76700967,3.543155785,35.20494977,26.47810095,30.27857008,50.47469091,6.566362604,Slow,98.67769117,Li-ion,161.57313,Model C,1
44.16953949,3.721018805,88.06313555,29.86055083,26.15676187,103.9322537,12.35062823,Fast,97.47091577,Li-ion,426.7540883,Model C,2
37.99448959,3.948097038,59.80662239,39.23607326,34.81685849,54.74047354,8.453576151,Fast,98.30735391,Li-ion,419.3855573,Model C,1
23.31444697,4.165778216,75.01212389,23.65658522,15.30232386,84.7135191,9.41149874,Slow,98.14681445,LiFePO4,419.9759254,Model A,2
63.55875283,3.534217585,39.02994985,27.77212158,21.81038953,59.61039755,9.627306247,Slow,98.03902657,Li-ion,799.6827576,Model C,1
21.22373229,4.182714301,85.59233603,29.28914101,23.97892189,28.0997823,5.053047759,Fast,99.00976326,LiFePO4,178.5692437,Model A,0
60.36018569,3.537676261,66.14671485,21.86169489,31.27663739,116.6293991,13.89573285,Normal,97.21565399,LiFePO4,466.4344363,Model A,2
101.0631513,3.674938886,44.36200108,25.82502642,18.96901614,32.91535187,9.325832361,Normal,98.21761295,Li-ion,979.9597728,Model C,0
74.59385772,3.802562484,26.44183953,31.61235383,21.37998556,36.18444113,8.474162189,Slow,98.36167036,LiFePO4,675.2923484,Model A,0
100.1714628,3.980636399,89.88156241,35.64837013,24.68573654,61.5286666,11.96725655,Slow,97.63080206,LiFePO4,982.6469763,Model A,1
38.97317703,4.070364308,66.25325061,38.3110595,19.33950846,38.86122151,6.926286001,Normal,98.4901834,Li-ion,478.7044894,Model C,1
63.33174246,4.046507147,9.720324518,29.99705692,34.60209668,33.67927472,7.573556585,Slow,98.4434365,LiFePO4,977.1757817,Model C,0
28.82454096,4.007368286,88.03935905,36.5465788,16.14961541,42.88662889,6.899549345,Fast,98.61079231,Li-ion,195.0439799,Model A,1
22.7962241,3.908178575,65.48615169,38.95861392,23.42296713,25.72323149,5.385126314,Fast,98.93506342,LiFePO4,810.8097927,Model C,0
22.0791479,4.205514482,87.73061915,29.0973641,23.67816456,27.44715047,4.717948159,Fast,98.98153821,LiFePO4,185.5825946,Model A,0
95.55718561,4.108450264,82.56936936,27.93373614,28.81699119,119.4006608,16.02596527,Normal,96.76429267,Li-ion,539.999253,Model B,2
52.60948792,3.984178364,84.56895916,27.97138106,21.84471471,96.04480569,12.178396,Slow,97.56886986,Li-ion,677.2270974,Model C,2
40.49863899,3.55315398,74.47442275,29.13424789,28.79828607,84.42276032,10.49722346,Slow,97.91317425,LiFePO4,888.091175,Model A,2
20.96604395,4.060435342,17.12044359,21.52162987,15.34950029,33.4525677,4.649750338,Normal,99.05191673,LiFePO4,793.8938117,Model B,0
21.13855367,3.56650475,44.18719805,23.66508975,16.22465892,79.14628623,8.941948562,Normal,98.22440019,LiFePO4,744.5219539,Model A,1
14.19830156,4.138871043,89.82119308,33.36204033,33.92988414,79.91997427,9.347273691,Fast,98.12338686,LiFePO4,836.0593182,Model B,2
62.13268112,3.536796335,57.39092767,34.28203816,24.15730147,117.520431,14.71107973,Slow,97.06750216,Li-ion,585.0698563,Model C,2
57.06067419,3.515209978,73.47433762,27.22009705,26.6761489,72.35611393,10.36471464,Fast,97.9490865,LiFePO4,917.5009609,Model A,1
20.58149788,3.90695313,46.03628068,37.37502389,21.27653085,43.5249024,6.583240043,Slow,98.69615994,Li-ion,109.3786552,Model A,1
64.31065521,4.060483531,10.94658647,30.57414155,34.68157023,36.31054446,7.735212958,Slow,98.48800299,LiFePO4,994.1801609,Model C,0
82.70235028,4.0491475,25.34391656,21.20718126,34.6653162,23.46913958,6.974582383,Fast,98.54536574,Li-ion,853.7710225,Model C,0
20.24091757,3.695692783,68.31693358,24.29628411,15.69421417,101.0621231,10.795416,Slow,97.85239648,LiFePO4,320.3864933,Model B,2
95.02131287,3.99335583,39.64410783,32.58839911,17.37860486,49.72145695,10.27197807,Slow,97.9149689,Li-ion,465.079801,Model C,1
43.21102963,3.612783948,49.58103332,38.10197283,28.03993963,109.3047402,12.83389329,Normal,97.41678053,Li-ion,783.0079618,Model B,2
20.9934708,4.166190187,45.80907025,24.00975823,18.34648598,33.7593077,5.086233157,Slow,98.98526806,LiFePO4,604.8749139,Model A,0
61.44209897,4.159970061,62.75944303,27.4524206,27.65206476,64.74274389,9.884618499,Slow,98.04562159,Li-ion,609.3309479,Model B,1
24.89249742,3.6074487,66.37533267,22.94761681,18.30543136,48.15306969,6.615899139,Normal,98.73995649,LiFePO4,178.0743363,Model A,1
99.64759707,3.566296535,80.29752202,37.25499724,23.73894919,47.34234718,10.83971263,Fast,97.81467863,Li-ion,106.6671514,Model A,1
72.02348142,3.773781971,63.52390642,29.43952537,27.37440578,46.14400978,9.207397766,Normal,98.14606905,Li-ion,808.9624651,Model C,1
67.29026649,3.783525464,28.31818298,32.51767924,18.7902854,113.8536863,14.70416509,Slow,97.06826912,Li-ion,636.49086,Model B,2
59.49246717,4.123740915,88.02511607,26.20047595,18.68837983,60.52980146,9.288993038,Normal,98.1377647,Li-ion,243.9898432,Model A,1
67.28865178,4.117758209,20.29737135,21.94862894,27.16403298,58.37774838,9.604459838,Normal,98.11618456,Li-ion,102.9640169,Model A,1
84.05931905,3.861199641,15.88185315,36.41299446,22.85942029,54.36420344,10.14979004,Normal,97.92150897,LiFePO4,145.4602114,Model A,1
83.72055466,3.70013749,72.84607256,25.19736572,20.1684267,72.14480523,11.63742139,Fast,97.64571935,Li-ion,793.8601785,Model C,1
63.73377753,3.961670281,32.43083822,35.01511094,20.92530915,110.6242756,14.3128206,Slow,97.17466639,LiFePO4,271.3218266,Model A,2
36.32572956,4.181792882,46.00680325,28.47095491,17.88155217,95.99230919,11.63729059,Fast,97.74455655,Li-ion,714.4654387,Model A,2
73.7626062,3.689774358,49.22995622,33.29427456,19.87398148,101.7305255,13.98718746,Normal,97.22954234,LiFePO4,759.1209976,Model B,2
24.19963649,4.175075117,79.2275148,29.02180684,30.41334136,25.5873985,4.504983657,Fast,99.10744283,Li-ion,152.4333286,Model A,0
95.93120591,3.937984472,94.09813486,28.21174024,15.11303032,19.82079206,8.111357114,Normal,98.4316001,LiFePO4,978.382146,Model A,0
16.55447146,4.18995085,37.65084718,36.54867239,21.17165776,61.80085317,7.848226305,Normal,98.39260814,Li-ion,747.1347057,Model A,1
66.49294785,3.752000617,27.51386981,32.3316803,29.22550496,93.79763815,12.69038118,Fast,97.46231798,LiFePO4,273.4977804,Model B,2
24.44952327,3.955139318,78.10021549,36.58380536,20.50108772,27.64871929,5.561488124,Slow,98.88322592,Li-ion,236.0439501,Model C,0
82.79765203,3.99227481,19.65193544,24.7287309,28.18026678,39.57543929,8.678241551,Fast,98.24259311,Li-ion,683.0878315,Model C,0
99.75301086,3.671976488,71.26686028,21.55662255,18.8272484,31.96652317,8.710233571,Slow,98.29499888,LiFePO4,993.9020304,Model C,0
57.57454408,3.832593874,98.22174378,32.92889461,19.1942373,87.27647473,11.87302856,Normal,97.65474513,Li-ion,738.5310739,Model C,2
88.7833548,3.641968766,53.53882465,37.72866801,27.2525778,55.3915599,10.60730712,Normal,97.83051659,Li-ion,676.0420018,Model C,1
43.33190049,3.974538303,57.46692706,31.3701883,33.37881395,22.10432724,5.534103795,Slow,98.93974065,LiFePO4,456.5659032,Model C,0
38.72394398,4.116898134,34.37885153,35.85831736,24.58014908,99.16439732,11.92796905,Slow,97.61325599,Li-ion,677.3045308,Model B,2
40.16949439,3.953173595,67.89855113,36.08854225,22.79703735,92.07047504,11.47381379,Slow,97.75251073,LiFePO4,663.5870183,Model C,2
55.21040903,3.943390988,27.95676785,23.11546507,23.72056163,21.94782597,5.81985364,Slow,98.87093332,Li-ion,904.7145144,Model B,0
63.84996104,3.685796926,43.55382993,36.21414257,24.16240982,43.77274598,8.267326412,Fast,98.32806171,Li-ion,135.6035834,Model A,1
40.1928425,3.541504604,91.69614702,32.43163647,15.47762826,58.15453225,8.509428784,Fast,98.35017655,Li-ion,276.8925436,Model B,1
63.22739129,3.570428644,79.17936089,36.16686013,25.41026668,82.27852218,12.16694838,Slow,97.56806412,Li-ion,151.4940512,Model B,2
24.1304337,3.890326105,82.79658726,23.29947012,34.99366195,103.0870589,10.85073291,Normal,97.84849858,LiFePO4,967.1795596,Model A,2
67.07776465,3.79779504,38.32014265,24.36880681,19.09387659,80.44509549,11.10058518,Normal,97.76980164,LiFePO4,554.4538401,Model C,1
95.0924223,3.971784159,19.59490056,22.01609269,21.73903864,104.2730893,14.13883373,Normal,97.13999508,LiFePO4,618.5717195,Model B,2
61.55705704,4.093173428,96.29545149,28.90710411,15.70459241,73.69438226,10.82973253,Slow,97.83115405,LiFePO4,556.0724438,Model A,1
22.25647983,3.902708333,62.82491549,38.66110865,22.89460173,28.98928129,5.321055706,Fast,98.96082861,LiFePO4,822.7408134,Model C,0
58.67159365,3.826652512,78.82745715,35.68098545,25.40620244,26.20598902,6.755202517,Fast,98.67088208,LiFePO4,629.9642548,Model A,0
26.25512045,3.97597946,76.71543363,33.82278634,29.36698383,109.4332645,12.33890802,Slow,97.56755517,Li-ion,276.9626859,Model A,2
33.69521902,3.80317093,11.94216102,23.43743789,26.9727886,59.91084993,8.003207182,Slow,98.38666201,Li-ion,737.4449597,Model C,1
75.73774948,3.982234707,36.06711728,19.75326466,24.89564284,94.99242463,12.95650705,Normal,97.42868572,LiFePO4,692.2343913,Model B,2
67.08949569,4.107529824,64.98546699,35.20558315,28.69628014,62.43943498,10.25550315,Fast,97.93349572,Li-ion,732.6522034,Model C,1
20.34781324,4.027584224,15.51387706,25.02419358,18.68622079,117.9864556,12.17541831,Slow,97.53520787,Li-ion,737.7340835,Model C,2
48.81525544,4.156422284,97.71821255,31.1351806,24.76067899,59.44208189,8.986032499,Fast,98.19380467,LiFePO4,892.5454109,Model C,1
82.19987896,3.993365112,19.34126742,24.77020103,28.09558836,37.27899556,8.673445297,Fast,98.26403955,Li-ion,698.1666186,Model C,0
83.89013846,3.98588527,41.69512041,25.43520201,34.8169317,59.04100384,10.48628387,Fast,97.97121018,Li-ion,213.5451593,Model A,1
87.88663841,3.785137869,14.67683156,33.38509414,17.88407016,106.578594,14.79291821,Fast,97.05741801,Li-ion,179.063045,Model A,2
96.16307047,3.941665167,20.20513566,28.12642249,20.14403491,86.64399618,13.44781589,Slow,97.29057995,LiFePO4,429.7164352,Model A,2
45.23102223,4.076047541,43.04369563,37.23759223,33.49115513,117.5490273,13.80148241,Normal,97.2224385,LiFePO4,924.067988,Model A,2
16.31108458,4.051325301,21.35603496,38.99501669,23.3113225,54.14631759,6.986997055,Fast,98.57015122,Li-ion,949.7398787,Model C,1
93.64107344,3.964666412,64.28166213,29.75763034,19.40484902,120.5399741,16.17794228,Slow,96.82851959,LiFePO4,244.949602,Model B,2
38.26447683,4.054437919,65.77030779,21.43928498,27.4211376,60.17237962,8.15248783,Normal,98.43839842,LiFePO4,482.222454,Model A,1
15.34412851,3.826759804,87.71413149,37.95123391,17.41369409,107.4129054,11.7515534,Fast,97.58556524,LiFePO4,311.0244684,Model B,2
99.53496116,3.894785468,18.02856709,32.80677269,34.09226842,45.64319204,10.10841961,Normal,97.88769298,Li-ion,572.6151018,Model A,1
43.78258499,3.623285078,32.6387706,33.18334312,26.35895059,57.9709139,8.832327088,Fast,98.26005928,Li-ion,100.9984806,Model B,1
57.25725901,4.175819743,80.35632135,31.45094338,33.95842403,22.88489629,6.525907272,Normal,98.69565463,Li-ion,290.1677607,Model C,0
25.09277796,4.066132179,34.95073155,31.51868285,18.16786836,106.3175503,11.87509878,Fast,97.67163135,Li-ion,882.4510023,Model C,2
18.49539298,4.152199251,47.18338013,23.9579142,18.7023656,32.96199039,5.104773333,Slow,99.0150711,LiFePO4,592.1246119,Model A,0
78.2736041,4.16534879,74.34616892,20.58641282,16.52550338,73.63960217,11.55157763,Fast,97.72216483,Li-ion,474.9260753,Model B,1
52.30075424,4.153204262,98.26679151,30.99181985,24.63173215,57.85357784,9.01667737,Fast,98.18186516,LiFePO4,849.7737667,Model C,1
78.74115424,3.600510832,28.5860999,33.07483348,17.64932481,67.8162883,11.17053786,Fast,97.76418352,Li-ion,752.7141732,Model A,1
67.88096268,4.111093906,21.41774095,21.72072367,27.15401267,57.79207009,9.589901287,Normal,98.08560433,Li-ion,90.23631287,Model A,1
41.51615154,3.532765458,73.10909496,29.35068905,28.65822467,81.47613753,10.71641296,Slow,97.90835023,LiFePO4,861.792105,Model A,2
12.46716866,4.040765853,88.20583777,34.18095318,22.96702546,92.51145917,9.97897162,Normal,98.02503614,Li-ion,649.7085655,Model B,2
95.33692797,4.045903338,20.21447457,29.83905519,26.72924183,96.1548601,14.67074357,Fast,97.12066817,LiFePO4,312.1793191,Model C,2
75.8980775,4.176211135,83.3118793,25.80739864,17.74828052,49.22930279,8.898669476,Normal,98.19407155,Li-ion,548.0508226,Model C,1
41.60600373,3.557014456,56.92455129,31.53294155,21.12238135,116.3716148,13.41438199,Fast,97.29836317,LiFePO4,637.2318659,Model A,2
69.95129656,4.037822938,98.95829851,31.80610978,32.18362741,52.17944402,9.128997057,Slow,98.22079404,LiFePO4,670.8497167,Model B,1
95.31769204,3.868626722,31.54283988,35.7710655,30.51156294,67.0593185,12.30298489,Fast,97.58486122,LiFePO4,393.6669604,Model A,1
11.69374107,3.669437532,64.24943238,23.12757139,23.59487098,30.13840605,4.276979841,Fast,99.11709367,Li-ion,777.2671614,Model C,0
42.27157192,3.9749915,55.27737207,23.81759601,27.3227424,55.52249486,7.974400755,Normal,98.43773418,LiFePO4,117.6252921,Model C,1
69.06272178,3.778865632,77.92557199,20.7363735,34.34115735,35.05770663,7.250476886,Normal,98.48947028,Li-ion,358.3697,Model A,0
77.34315058,3.997667769,16.68343533,34.92055924,17.30300795,52.39225,9.959103165,Normal,97.98524028,Li-ion,174.7860596,Model B,1
27.73261477,3.520555277,18.20001157,25.46306624,18.9586794,73.22363027,8.699839721,Normal,98.29646626,LiFePO4,912.171394,Model C,1
95.68562322,4.072667367,83.97077278,27.65145067,21.48490878,79.11210211,12.54238877,Slow,97.46816158,Li-ion,366.7776757,Model C,1
